ID,Source,Title,Address,Phone,Email,Website,Working Hours,Date,Price,Category
102,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/lithuanian-sports-museum/,Lithuanian sports museum,"Muziejaus g. 7, Kaunas",+370 37 209 820,sportomuziejus@yahoo.com,www.lietuvossportomuziejus.lt,II - VI 10 AM - 5 PM,II - VI 10 AM - 5 PM,"Adults - 1 EUR, children, students, seniors - 0,50 EUR",MUSEUM
103,http://visit.kaunas.lt/en/to-see/interwar-architecture/lithuanian-university-of-health-sciences-former-vmu-medical-faculty/,LITHUANIAN UNIVERSITY OF HEALTH SCIENCES (FORMER VMU MEDICAL FACULTY),"A. Mickevičiaus g. 9, Kaunas",,,,,,,INTERWAR ARCHITECTURE
104,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/maironis-lithuanian-literature-museum/,Maironis Lithuanian literature museum ,"Rotušės a. 13, Kaunas ",+370 37 207 477,info@maironiomuziejus.lt,www.maironiomuziejus.lt,"II - VI 9 AM - 5 PM, closed on the last day of every month","II - VI 9 AM - 5 PM, closed on the last day of every month","Adults - 3 EUR, schoolchildren, students, seniors - 1 EUR",MUSEUM
105,http://visit.kaunas.lt/en/to-do/tours/tours-in-kaunas/nocturnal-kaunas-now-and-70-years-ago/,KAUNAS BY NIGHT NOW AND 70 YEARS AGO ,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,TOURS IN KAUNAS
106,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/kaunas-city-museum-mikas-and-kipras-petrauskas-house/,KAUNAS CITY MUSEUM - MIKAS AND KIPRAS PETRAUSKAS HOUSE,"K. Petrausko g. 31, Kaunas",+370 37 733 371,,www.kaunomuziejus.lt," II – V 10 AM – 6 PM, VI 10 AM – 5 PM"," II – V 10 AM – 6 PM, VI 10 AM – 5 PM","Adults - 2,00 EUR, children, students, seniors - 1,20 EUR",MUSEUM
107,http://visit.kaunas.lt/en/to-do/tours/tours-in-kaunas/kaunas-surrounded-water/,KAUNAS SURROUNDED BY WATER,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,TOURS IN KAUNAS
108,http://visit.kaunas.lt/en/to-see/interwar-architecture/sacred-heart-of-jesus-church-in-sanciai/,SACRED HEART OF JESUS CHURCH IN ŠANČIAI,"A. Juozapavičiaus pr. 60, Kaunas",,,,,,,INTERWAR ARCHITECTURE
109,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/museum-of-children-literature/,Museum of Children Literature,"K. Donelaičio g. 13, Kaunas ",+370 37 206 488,daiva.sarkanauskaite@maironiomuziejus.lt ,www.maironiomuziejus.lt,II – VI 9 AM – 5 PM,II – VI 9 AM – 5 PM,"Adults - 2 EUR,  scholars, students ir seniors - 0,50 EUR",MUSEUM
110,http://visit.kaunas.lt/en/to-see/interwar-architecture/jonas-jablonskis-gymnasium-former-elementary-school/,JONAS JABLONSKIS GYMNASIUM (FORMER ELEMENTARY SCHOOL),"Aušros g. 3, Kaunas",,,,,,,INTERWAR ARCHITECTURE
111,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/memorial-museum-of-j-zikaras/,Memorial museum of J. Zikaras,"J. Zikaro g. 3, Kaunas",+370 37 223 205,zikaronamai@gmail.com,www.ciurlionis.lt,"II - VI 11:00 - 17:00
IV 11:00 - 19:00","II - VI 11:00 - 17:00
IV 11:00 - 19:00",1 EUR,MUSEUM
112,http://visit.kaunas.lt/en/to-see/interwar-architecture/ktu-vaizgantas-progymnasium-former-sanciai-gymnasium/,KTU VAIŽGANTAS PROGYMNASIUM (FORMER ŠANČIAI GYMNASIUM),"Skuodo g. 27, Kaunas",,,,,,,INTERWAR ARCHITECTURE
113,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/kaunas-city-museum-juozas-gruodis-house/,Kaunas City Museum - JUOZAS GRUODIS HOUSE,"Salako g. 18, Kaunas",+370 37 732 498,gruodis@kaunomuziejus.lt,www.kaunomuziejus.lt,Arranged in advance,Arranged in advance,"Adults - 2,00 EUR, children, students, seniors - 1,20 EUR",MUSEUM
114,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-cinema-pasaka/,FORMER CINEMA “PASAKA”,"Savanorių pr. 124, Kaunas",,,,,,,INTERWAR ARCHITECTURE
115,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-residential-house-of-moze-and-malka-chaimsons/,FORMER RESIDENTIAL HOUSE OF MOZĖ AND MALKA CHAIMSONS ,"Maironio g. 13, Kaunas",,,,,,,INTERWAR ARCHITECTURE
116,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/jewellery-gemmology-museum/,Jewellery (Gemmology) museum,"Zamenhofo / Kurpių g. 13, Kaunas ",+370 37 227 780,dusafyrai@gmail.com ,http://dusafyrai.weebly.com/,"I - V 10 AM - 6 PM,  VI 10 AM - 4 PM","I - V 10 AM - 6 PM,  VI 10 AM - 4 PM","Adults - 2 EUR, for children, students – 1 EUR",MUSEUM
117,http://visit.kaunas.lt/en/to-see/nature/santakos-parkas/,SANTAKOS PARKAS (Confluence Park),"Santakos parkas, Kaunas",,,,,,,NATURE
118,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/a-and-p-galauniai-house/,A. and P. Galauniai house,"Vydūno al. 2, Kaunas",+370 37 798 995,galauniunamai@gmail.com,www.ciurlionis.lt,"II - VI 11:00 - 17:00
IV 11:00 - 19:00","II - VI 11:00 - 17:00
IV 11:00 - 19:00",1 EUR,MUSEUM
119,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-residential-house-of-beras-goldberg/,FORMER RESIDENTIAL HOUSE OF BERAS GOLDBERG,"V. Putvinskio g. 52, Kaunas",,,,,,,INTERWAR ARCHITECTURE
120,http://visit.kaunas.lt/en/to-see/shrines/sv-pranciskaus-ksavero-baznycia-ir-jezuitu-vienuolynas/,ST. FRANCIS XAVIER CHURCH AND THE JESUIT MONASTERY,"Rotušės a. 7 , Kaunas"," +370 37 423 098, +370 37 221 661",,,"I - V 16:00 – 18:00, VII 07:00 – 13:00 and 16:00 – 18:00 ","I - V 16:00 – 18:00, VII 07:00 – 13:00 and 16:00 – 18:00 ",,SHRINES
121,http://visit.kaunas.lt/en/to-see/nature/nemuno-salos-karmelitu-parkas/,NEMUNAS ISLAND PARK," Karaliaus Mindaugo pr. 50, Kaunas",,,,,,,NATURE
122,http://visit.kaunas.lt/en/to-see/shrines/sv-gertrudos-baznycia/,CHURCH OF G. GERTRUDE ,"Laisvės al. 101a, Kaunas",+370 229 965,samottomas@gmail.com,www.svgertruda.lt,,,,SHRINES
123,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/memorial-museum-of-l-truikis-and-m-rakauskaite/,Memorial museum of L. Truikis and M. Rakauskaitė,"E. Fryko g. 14, Kaunas",+370 37 223 205,truikionamai@gmail.com,www.ciurlionis.lt,"II - VI 11:00 - 17:00
IV 11:00 - 19:00","II - VI 11:00 - 17:00
IV 11:00 - 19:00",1 EUR,MUSEUM
124,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-residential-house-of-doctor-nadiedza-nagorniene/,FORMER RESIDENTIAL HOUSE OF DOCTOR NADIEDŽA NAGORNIENĖ,"V. Putvinskio g. 54, Kaunas",,,,,,,INTERWAR ARCHITECTURE
125,http://visit.kaunas.lt/en/to-see/nature/vdu-botanical-garden/,VDU Botanical garden,"Ž. E. Žilibero g. 6, Kaunas",+370 37 390 033,,http://botanika.vdu.lt/en/,,,,NATURE
126,http://visit.kaunas.lt/en/to-see/shrines/kauno-kunigu-seminarija/,CHURCH OF THE HOLY TRINITY AND KAUNAS PRIEST SEMINARY,"A. Jakšto g. 1, Kaunas", +370 37 323 734,,www.kks.lcn.lt,I – VII 14:00 – 18:00 ,I – VII 14:00 – 18:00 ,,SHRINES
127,http://visit.kaunas.lt/en/to-see/interwar-architecture/kaunas-artists-house-former-vatican-diplomatic-mission-nunciature/,KAUNAS ARTISTS’ HOUSE (FORMER VATICAN DIPLOMATIC MISSION (NUNCIATURE)),"V. Putvinskio g. 56, Kaunas",,,,,,,INTERWAR ARCHITECTURE
128,http://visit.kaunas.lt/en/to-see/nature/kauno-mariu-regioninis-parkas/,KAUNAS RESERVOIR REGIONAL PARK,"Miškininkų g. 2, Vaišvydava, Kauno r",+370 37 383 070,,www.kaunomarios.lt,,,,NATURE
129,http://visit.kaunas.lt/en/to-see/shrines/svc-trejybes-baznycia-seminarijos-baznycia/,CHURCH OF THE HOLY TRINITY ,"Rotušės a. 22, Kaunas",,,www.kks.lcn.lt,,,,SHRINES
130,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-residential-house-of-a-lawyer-kazimieras-skema/,FORMER RESIDENTIAL HOUSE OF A LAWYER KAZIMIERAS ŠKĖMA,"V. Putvinskio g. 60, Kaunas",,,,,,,INTERWAR ARCHITECTURE
131,http://visit.kaunas.lt/en/to-see/shrines/ortodoksu-katedra/,ORTHODOX CATHEDRAL ,"Vytauto pr. 38, Kaunas",+370 37 209 563 ,,,I - VII 09:00 - 17:00,I - VII 09:00 - 17:00,,SHRINES
132,http://visit.kaunas.lt/en/to-see/nature/panemunes-silas/,PANEMUNĖ PINEWOOD,"Panemunės Šilas, Kaunas",,,,,,,NATURE
133,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-antanas-gylys-private-hospital/,FORMER ANTANAS GYLYS PRIVATE HOSPITAL ,"V. Putvinskio g. 62, Kaunas",,,,,,,INTERWAR ARCHITECTURE
134,http://visit.kaunas.lt/en/to-see/nature/azuolyno-parkas/,ĄŽUOLYNAS (Oakwood Park)," Sporto g., Kaunas",,,,,,,NATURE
135,http://visit.kaunas.lt/en/to-see/shrines/sv-jurgio-kankinio-baznycia-ir-bernardinu-vienuolynas/,CHURCH OF G. GEORGE THE MARTYR AND THE BERNARDINE MONASTERY,"Papilio g. 7, Kaunas", +370 37 224 659,,www.kaunoarkivyskupija.lt/?id=178,,,,SHRINES
136,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-house-of-artist-a-zmuidzinavicius/,FORMER HOUSE OF ARTIST A. ŽMUIDZINAVIČIUS,"V. Putvinskio g. 64, Kaunas",,,,,,,INTERWAR ARCHITECTURE
137,http://visit.kaunas.lt/en/to-see/nature/ramybes-parkas/,RAMYBĖS PARKAS (SERENITY PARK),"Vytauto pr. 46, Kaunas",,,,,,,NATURE
138,http://visit.kaunas.lt/en/to-see/shrines/sv-kryziaus-karmelitu-baznycia/,G. CROSS (CARMELITE) CHURCH ,"Gedimino g. 1, Kaunas",+370 37 201 340,,http://www.karmelituparapija.lt/,I – VII 08:00 – 18:00 ,I – VII 08:00 – 18:00 ,,SHRINES
139,http://visit.kaunas.lt/en/to-see/nature/antakalnio-parkas/,ANTAKALNIS PARK,"Antakalnio parkas, Kaunas",,,,,,,NATURE
140,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-residential-house-of-mayor-jonas-vileisis/,FORMER RESIDENTIAL HOUSE OF MAYOR JONAS VILEIŠIS,"V. Putvinskio g. 68, Kaunas",,,,,,,INTERWAR ARCHITECTURE
141,http://visit.kaunas.lt/en/to-see/shrines/sv-mikalojaus-baznycia-ir-benediktiniu-vienuolynas/,G. NICHOLAS CHURCH AND THE BENEDICTINE MONASTERY," Benediktinių g. 8, Kaunas", +370 37 202 428 ,,,,,,SHRINES
142,http://visit.kaunas.lt/en/to-see/nature/neries-krantines-parkas/,NERIES KRANTINĖS PARK,"Neries krantinė, Kaunas",,,,,,,NATURE
143,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-residential-house-of-engineer-antanas-gravrogkas/,FORMER RESIDENTIAL HOUSE OF ENGINEER ANTANAS GRAVROGKAS,"V. Putvinskio g. 70, Kaunas",,,,,,,INTERWAR ARCHITECTURE
144,http://visit.kaunas.lt/en/to-see/shrines/evangeliku-liuteronu-baznycia/,EVANGELICAL LUTHERAN CHURCH," Karaliaus Mindaugo pr. 3, Kaunas",+370 37 204 884 ,,,,,,SHRINES
145,http://visit.kaunas.lt/en/to-see/nature/draugystes-parkas/,DRAUGYSTĖS PARK,"Draugystės parkas, Kaunas",,,,,,,NATURE
146,http://visit.kaunas.lt/en/to-see/nature/kalnieciu-parkas/,KALNIEČIŲ PARK,"P. Lukšio g., Kaunas",,,,,,,NATURE
147,http://visit.kaunas.lt/en/to-see/interwar-architecture/buves-vinco-ir-onos-tercijonu-namas/,FORMER RESIDENTIAL HOUSE OF VINCAS AND ONA TERCIJONAI,"V. Putvinskio g. 72, Kaunas",,,,,,,INTERWAR ARCHITECTURE
148,http://visit.kaunas.lt/en/to-see/shrines/dievo-kuno-baznycia-ir-dominikonu-vienuolynas/,BODY OF CHRIST CHURCH AND THE DOMINICAN MONASTERY," Vilniaus g. 31, Kaunas ",,,,,,,SHRINES
149,http://visit.kaunas.lt/en/to-see/nature/kleboniskio-misko-parkas/,KLEBONIŠKIS PARK,"Kleboniškio g., Kaunas",,,,,,,NATURE
150,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-residential-house-of-doctors-paulina-kalvaityte-and-vladas-lasas/,FORMER RESIDENTIAL HOUSE OF DOCTORS PAULINA KALVAITYTĖ AND VLADAS LAŠAS,"Laisvės al. 3, Kaunas",,,,,,,INTERWAR ARCHITECTURE
151,http://visit.kaunas.lt/en/to-see/shrines/mecete/,MOSQUE," Totorių g. 3, Kaunas",,,,,,,SHRINES
152,http://visit.kaunas.lt/en/to-see/nature/kovo-11-osios-parkas/,KOVO 11-OSIOS PARK,"Kovo 11-osios g., Kaunas",,,,,,,NATURE
153,http://visit.kaunas.lt/en/to-see/museums-and-galleries/gallery/kauno-langas-en/,"""Kauno langas""","M. Valančiaus g. 5, Kaunas",+370 687 80273,kaunolangas@gmail.com,www.klangas.lt,"I - V 10 AM - 6 PM, VI 10 AM - 4 PM","I - V 10 AM - 6 PM, VI 10 AM - 4 PM",,GALLERY
154,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-villa-of-stasys-kudokas/,FORMER VILLA OF STASYS KUDOKAS ,"V. Mykolaičio-Putino g. 11, Kaunas",,,,,,,INTERWAR ARCHITECTURE
155,http://visit.kaunas.lt/en/to-see/shrines/sinagoga/,SYNAGOGUE," E. Ožeškienės g. 13, Kaunas",+370 37 206 880,,,,,,SHRINES
156,http://visit.kaunas.lt/en/to-see/museums-and-galleries/gallery/textileworkers-and-artists-guild-gallery-balta/,"Textileworkers and artists guild gallery ""Balta""","M. Valančiaus g. 21, Kaunas",+370 37 200 885,info@galerijabalta.lt,www.galerijabalta.lt,"I - V 10 AM - 7 PM, VI  11 AM - 4 PM","I - V 10 AM - 7 PM, VI  11 AM - 4 PM",,GALLERY
157,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-residential-house-of-elijas-sneideris/,FORMER RESIDENTIAL HOUSE OF ELIJAS ŠNEIDERIS,"Vaidilutės g. 3, Kaunas",,,,,,,INTERWAR ARCHITECTURE
158,http://visit.kaunas.lt/en/to-see/nature/marvele-river-valley/,MARVELĖ RIVER VALLEY,"Julijanavos g., Kaunas",,,,,,,NATURE
159,http://visit.kaunas.lt/en/to-see/museums-and-galleries/gallery/gallery-meno-forma/,"Gallery ""Meno forma""","Savanorių pr. 166, Kaunas",+370 698 01667,galerijamf@gmail.com,www.menoforma.lt,"II - V 12 AM - 6 PM, VI 12 AM - 4 PM","II - V 12 AM - 6 PM, VI 12 AM - 4 PM",,GALLERY
160,http://visit.kaunas.lt/en/to-see/interwar-architecture/kaunas-art-gymnasium-former-villa-of-prime-minister-juozas-tubelis/,KAUNAS ART GYMNASIUM (FORMER VILLA OF PRIME MINISTER JUOZAS TŪBELIS),"Dainavos g. 1, Kaunas",,,,,,,INTERWAR ARCHITECTURE
161,http://visit.kaunas.lt/en/to-see/museums-and-galleries/gallery/gallery-meno-parkas/,"Gallery ""Meno parkas""","Rotušės a. 27, Kaunas",+370 698 74301,galerija@menoparkas.lt,www.menoparkas.lt,"II - V 12:00 AM - 6:30 PM , VI 11:00 AM - 4:00 PM","II - V 12:00 AM - 6:30 PM , VI 11:00 AM - 4:00 PM",,GALLERY
162,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-apartment-house-of-jonas-and-gediminas-lapenai/,FORMER APARTMENT HOUSE OF JONAS AND GEDIMINAS LAPĖNAI,"Kęstučio g. 38, Kaunas",,,,,,,INTERWAR ARCHITECTURE
163,http://visit.kaunas.lt/en/to-see/shrines/kauno-paminkline-kristaus-prisikelimo-bazilika/,MONUMENTAL CHRIST’S RESURRECTION CHURCH ,"Žemaičių g. 31A, Kaunas", +370 37 229 222,parapija@prisikelimas.lt,www.prisikelimas.lt,(March – September):  I – V 11:30 – 18:30 val.  VII – VII 11:00 – 18:30 (October – February):  I – V 12:00 – 18:00   VI – VII 11:00 – 18:00 ,(March – September):  I – V 11:30 – 18:30 val.  VII – VII 11:00 – 18:30 (October – February):  I – V 12:00 – 18:00   VI – VII 11:00 – 18:00 ,"Adults - 2.40 EUR, students and senior - 1.20 EUR.",SHRINES
164,http://visit.kaunas.lt/en/to-see/museums-and-galleries/gallery/gallery-aukso-pjuvis/,"Gallery ""Aukso pjūvis""","K. Donelaičio g. 62/V. Putvinskio g. 53, Kaunas",+370 37 752 750,auksopjuvis@gmail.com,www.auksopjuvis.lt,I - V 10 AM - 6 PM,I - V 10 AM - 6 PM,,GALLERY
165,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-residential-house-of-contractor-mikas-grodzenskis/,FORMER RESIDENTIAL HOUSE OF CONTRACTOR MIKAS GRODZENSKIS ,"K. Donelaičio g. 17, Kaunas",,,,,,,INTERWAR ARCHITECTURE
166,http://visit.kaunas.lt/en/to-see/museums-and-galleries/gallery/vytautas-magnus-university-art-gallery-101/,"Vytautas Magnus university art gallery ""101""","Muitinės g. 7, Kaunas",+370 37 327 940,galerija101@gmail.com,www.galerija101.lt,I - V 11 AM - 5 PM,I - V 11 AM - 5 PM,,GALLERY
167,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-residential-house-of-pranas-gudavicius-and-aleksandra-iljiniene/,FORMER RESIDENTIAL HOUSE OF PRANAS GUDAVIČIUS AND ALEKSANDRA ILJINIENĖ,"K. Donelaičio g. 19, Kaunas",,,,,,,INTERWAR ARCHITECTURE
168,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-residential-house-of-businesswoman-mina-kotkauskiene/,FORMER RESIDENTIAL HOUSE OF BUSINESSWOMAN MINA KOTKAUSKIENĖ," Laisvės al. 69, Kaunas",,,,,,,INTERWAR ARCHITECTURE
169,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-residential-house-of-taube-feibe-elsteiniene/,FORMER RESIDENTIAL HOUSE OF TAUBE-FEIBĖ ELŠTEINIENĖ,"L. Sapiegos g. 4, Kaunas",,,,,,,INTERWAR ARCHITECTURE
170,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-ceslovas-pacevicius-villa/,FORMER ČESLOVAS PACEVIČIUS’ VILLA ,"Vydūno al. 59, Kaunas",,,,,,,INTERWAR ARCHITECTURE
171,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-residential-house-of-the-economist-juozas-daugirdas/,FORMER RESIDENTIAL HOUSE OF THE ECONOMIST JUOZAS DAUGIRDAS ,"Vytauto pr. 30, Kaunas",,,,,,,INTERWAR ARCHITECTURE
172,http://visit.kaunas.lt/en/to-see/museums-and-galleries/gallery/nyces-usai/,Nyčės Ūsai,"Pilies 1, Kaunas",+370 627 05007,elze@nycesusai.lt,http://www.nycesusai.lt/,,,,GALLERY
173,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-butas-cooperative/,FORMER “BUTAS” COOPERATIVE ,"Trakų g. 5, Kaunas",,,,,,,INTERWAR ARCHITECTURE
174,http://visit.kaunas.lt/en/to-see/interwar-architecture/former-tulpe-cooperative/,FORMER “TULPĖ” COOPERATIVE,"A. Mickevičiaus g. 15, Kaunas",,,,,,,INTERWAR ARCHITECTURE
175,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/prezidento-valdo-adamkaus-biblioteka-muziejus/,President's Valdas Adamkus library-museum,"S. Daukanto g. 25, Kaunas",+370 687 72805,adamkuslibrary@gmail.com,http://adamkuslibrary.lt/,"II-V 10:00 A.M. - 4:00 P.M., VI 10:00 A.M. - 2:00 P.M. ","II-V 10:00 A.M. - 4:00 P.M., VI 10:00 A.M. - 2:00 P.M. ","For adults - 2,00 EUR, students - 1,00 EUR",MUSEUM
176,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/salomejos-neries-memorialinis-muziejus/,Salomėja Nėris Memorial Museum,"S. Nėries st. 7, Kaunas",+370 37 373 606,audrone.meskauskaite@maironiomuziejus.lt;  ina.aleksaitiene@maironiomuziejus.lt,www.maironiomuziejus.lt, II–VI 9.00–17.00, II–VI 9.00–17.00,"Adult- 2 Eur, Student- 0,50 Eur",MUSEUM
177,http://visit.kaunas.lt/en/to-see/museums-and-galleries/museum/museum-of-illusions/,Museum of illusions ,"Karaliaus Mindaugo pr. 49, II-41",+370 694 11 052,kaunas@vilnil.lt,https://www.facebook.com/Muziejus2018/,,,,MUSEUM
178,http://visit.kaunas.lt/en/to-do/tours/tours-in-lithuania/along-the-kings-road/,Along the Kings road ,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,TOURS IN LITHUANIA
179,http://visit.kaunas.lt/en/to-do/tours/tours-in-lithuania/the-oldest-capitals-of-lithuania/,The oldest capitals of Lithuania ,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,TOURS IN LITHUANIA
180,http://visit.kaunas.lt/en/to-do/tours/tours-in-lithuania/culture-heritage-in-anyksciai/,Culture heritage in Anykščiai ,"Laisvės al. 36, Kaunas", +370 37 323 436,info@kaunastic.lt,,,,,TOURS IN LITHUANIA
181,http://visit.kaunas.lt/en/to-do/tours/tours-in-lithuania/radvilos-and-bisons/,Radvilos and bisons ,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,TOURS IN LITHUANIA
182,http://visit.kaunas.lt/en/to-do/tours/tours-in-lithuania/a-salty-lesson-in-druskininkai/,A salty lesson in Druskininkai,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,TOURS IN LITHUANIA
